BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
PAJUÇARA;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM3;sáb;ADU;NOT;Norte
PITIMBU;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM3;seg;ADU;NI_TUR;Sul
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;ter;ADU;VES;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;ADU;NI_TUR;Oeste
PLANALTO;MASC;PAR;DETENTO FUGITIVO;NI_ESC;ARMA_F;out;SEM1;sex;ADU;NOT;Oeste
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM4;seg;ADU;MAT;Oeste
PONTA NEGRA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM1;sáb;ADU;NOT;Sul
POTENGI;MASC;NEG;ASG;EFC;ARMA_F;set;SEM1;sex;ADU;MAD;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sex;ADU;VES;Norte
REDINHA;MASC;BRA;DESOCUPADO(A);NI_ESC;ARMA_F;fev;SEM5;qui;ADU;NOT;Norte
DIX-SEPT ROSADO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM5;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;qui;ADU;NI_TUR;Oeste
GUARAPES;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM2;dom;ADU;NOT;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;sex;ADU;VES;Norte
LAGOA AZUL;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_B;fev;SEM3;dom;ADU;MAT;Norte
LAGOA AZUL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM5;qui;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM1;sex;ADU;NOT;Norte
LAGOA AZUL;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;fev;SEM4;ter;ADU;NOT;Norte
LAGOA AZUL;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;dom;ADU;NOT;Norte
LAGOA AZUL;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jan;SEM5;sex;ADU;VES;Norte
LAGOA AZUL;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;seg;ADU;MAT;Norte
MÃE LUÍZA;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;mar;SEM3;seg;ADU;NI_TUR;Leste
NEÓPOLIS;MASC;BRA;VIGILANTE;EMC;ARMA_F;fev;SEM5;qua;ADU;NOT;Sul
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM4;qua;ADU;NOT;NI_ZONA
NORDESTE;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;set;SEM2;dom;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;MOTORISTA;EMC;ARMA_F;ago;SEM1;sáb;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM4;qui;ADU;NI_TUR;Norte
PAJUÇARA;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;fev;SEM2;sáb;ADU;NOT;Norte
PAJUÇARA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;dom;ADU;VES;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;dom;ADU;VES;Norte
PLANALTO;FEM;NEG;DO LAR;EFC;ARMA_F;jul;SEM2;qua;ADU;MAD;Oeste
PLANALTO;MASC;PAR;FRENTISTA;EMC;ARMA_F;mai;SEM1;sáb;ADU;NI_TUR;Oeste
PLANALTO;MASC;PAR;AUXILIAR DE ELETRICISTA;EMC;ARMA_F;abr;SEM1;sex;ADU;VES;Oeste
PLANALTO;MASC;NEG;PROCURADOR DE JUSTICA;SUP;ARMA_F;mai;SEM5;ter;ADU;NOT;Oeste
PONTA NEGRA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;qua;ADU;MAD;Sul
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;jun;SEM1;ter;ADU;NI_TUR;Norte
POTENGI;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM4;dom;ADU;NOT;Norte
QUINTAS;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM4;sex;ADU;NI_TUR;Oeste
REDINHA;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;nov;SEM2;seg;ADU;NOT;Norte
ROCAS;MASC;NEG;COMERCIANTE;EMC;ARMA_F;ago;SEM5;seg;ADU;NOT;Leste
ROCAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM2;qua;ADU;NI_TUR;Leste
ROCAS;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;jul;SEM1;sex;ADU;NOT;Leste
SANTOS REIS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM3;dom;ADU;VES;Leste
TIROL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;sáb;ADU;NOT;Leste
CIDADE DA ESPERANÇA;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;fev;SEM4;dom;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;VIGILANTE;EMC;ARMA_F;fev;SEM5;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM2;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;abr;SEM2;dom;ADU;NOT;Oeste
GUARAPES;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;set;SEM3;dom;ADU;NOT;Oeste
IGAPÓ;MASC;NEG;PEDREIRO;EFC;ARMA_F;mar;SEM2;sáb;ADU;VES;Norte
IGAPÓ;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;jul;SEM1;qui;ADU;VES;Norte
LAGOA AZUL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM4;dom;ADU;VES;Norte
LAGOA AZUL;MASC;NEG;AUXILIAR DE PINTOR;EFC;ARMA_F;ago;SEM4;ter;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;set;SEM2;dom;ADU;NOT;Norte
LAGOA AZUL;MASC;NEG;VIGILANTE;EMC;ARMA_F;abr;SEM4;sáb;ADU;NI_TUR;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;seg;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;ter;ADU;MAD;Norte
LAGOA NOVA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM4;qui;ADU;NOT;Sul
MÃE LUÍZA;MASC;PAR;ENTREGADOR DE GAS;EFC;ARMA_B;nov;SEM5;qua;ADU;NOT;Leste
NI_BAIRRO;MASC;NEG;AGRICULTOR(A);EFC;ARMA_B;mai;SEM5;seg;ADU;NOT;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;CARROCEIRO;EFC;ARMA_F;set;SEM3;dom;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM2;ter;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM5;sex;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;seg;ADU;VES;Norte
PAJUÇARA;MASC;NEG;GESSEIRO;EFC;ARMA_F;ago;SEM4;seg;ADU;VES;Norte
PAJUÇARA;MASC;BRA;NI_PROF;NI_ESC;NI_INS;jun;SEM3;qui;ADU;VES;Norte
PLANALTO;FEM;PAR;DO LAR;EFC;ARMA_F;mai;SEM1;sáb;ADU;NI_TUR;Oeste
PLANALTO;MASC;PAR;ASG;EFC;ARMA_B;abr;SEM2;seg;ADU;NOT;Oeste
PONTA NEGRA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;seg;ADU;VES;Sul
POTENGI;FEM;PAR;ESTUDANTE C;EMC;ARMA_F;jul;SEM3;ter;ADU;NOT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;nov;SEM4;qua;ADU;NOT;Norte
POTENGI;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM4;sáb;ADU;NOT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;sáb;ADU;VES;Norte
QUINTAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;dez;SEM4;dom;ADU;NOT;Oeste
REDINHA;MASC;NEG;PESCADOR;NI_ESC;ARMA_F;mar;SEM2;dom;ADU;NI_TUR;Norte
ALECRIM;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;out;SEM5;qui;ADU;VES;Leste
BOM PASTOR;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM2;qua;ADU;VES;Oeste
CIDADE ALTA;MASC;NEG;MOTOTAXISTA;EMC;ARMA_F;mai;SEM4;qui;ADU;NI_TUR;Leste
CIDADE NOVA;MASC;PAR;SOLDADOR;EFC;ARMA_B;abr;SEM4;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;ASG;EFC;ARMA_F;abr;SEM1;sex;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM5;seg;ADU;MAD;Oeste
GUARAPES;MASC;NEG;COZINHEIRO(A);EMC;ARMA_F;jul;SEM1;sáb;ADU;VES;Oeste
IGAPÓ;MASC;PAR;OPERADOR DE MAQUINA;EMC;ARMA_B;abr;SEM4;dom;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;BISCATEIRO;EFC;ARMA_B;mar;SEM3;dom;ADU;NOT;Norte
LAGOA AZUL;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM1;sex;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM3;qua;ADU;VES;Norte
LAGOA AZUL;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;sáb;ADU;MAT;Norte
NORDESTE;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;out;SEM5;qua;ADU;NOT;Oeste
NOSSA SENHORA DE NAZARÉ;FEM;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;jan;SEM3;qui;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;FEM;PAR;DO LAR;EFC;ARMA_F;mar;SEM2;dom;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;ENCARREGADO;EFC;ARMA_F;fev;SEM3;ter;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;FEM;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;jan;SEM3;ter;ADU;VES;Norte
NOVA DESCOBERTA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM3;sex;ADU;VES;Sul
PAJUÇARA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;abr;SEM3;dom;ADU;VES;Norte
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;qui;ADU;VES;Oeste
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM3;seg;ADU;NOT;Oeste
POTENGI;MASC;PAR;ASG;EFC;ARMA_F;jul;SEM3;sáb;ADU;MAT;Norte
POTENGI;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;ago;SEM3;seg;ADU;VES;Norte
POTENGI;MASC;NEG;AUXILIAR DE PIZZAIOLO;EMC;ARMA_F;jul;SEM4;qui;ADU;NOT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM4;ter;ADU;NI_TUR;Norte
ALECRIM;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;abr;SEM2;qua;ADU;NOT;Leste
ALECRIM;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;fev;SEM3;dom;ADU;MAD;Leste
BOM PASTOR;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM2;sex;ADU;VES;Oeste
CIDADE DA ESPERANÇA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;seg;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;ENCANADOR;EMC;ARMA_F;set;SEM4;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM2;sáb;ADU;VES;Oeste
IGAPÓ;FEM;NEG;DO LAR;EFC;ARMA_F;jul;SEM3;ter;ADU;VES;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;ADU;MAT;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;abr;SEM2;ter;ADU;NI_TUR;Norte
NEÓPOLIS;MASC;BRA;MOTOTAXISTA;EMC;ARMA_F;abr;SEM4;ter;ADU;MAT;Sul
NI_BAIRRO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM4;qui;ADU;NOT;NI_ZONA
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM4;dom;ADU;MAD;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;ELETRICISTA;EMC;ARMA_F;ago;SEM1;sáb;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;GARCOM;EMC;ARMA_F;jul;SEM1;sáb;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;dom;ADU;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;ter;ADU;NOT;Norte
PAJUÇARA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;fev;SEM2;ter;ADU;NOT;Norte
PITIMBU;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM3;qui;ADU;NOT;Sul
PITIMBU;MASC;BRA;PROFESSOR DE LUTAS MARCIAIS;SUP;ARMA_F;fev;SEM3;seg;ADU;NOT;Sul
PLANALTO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;qua;ADU;NOT;Oeste
PLANALTO;MASC;PAR;CARROCEIRO;EFC;ARMA_F;out;SEM1;sáb;ADU;VES;Oeste
POTENGI;MASC;PAR;ASG;EFC;ARMA_F;ago;SEM2;seg;ADU;VES;Norte
POTENGI;MASC;BRA;ELETRICISTA;EMC;ARMA_F;mar;SEM3;qua;ADU;NOT;Norte
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;seg;ADU;NOT;Norte
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;qua;ADU;NI_TUR;Norte
ALECRIM;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM2;ter;ADU;NI_TUR;Leste
BOM PASTOR;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;fev;SEM3;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;ter;ADU;NOT;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;ter;ADU;NOT;Norte
IGAPÓ;FEM;BRA;NI_PROF;NI_ESC;ARMA_F;out;SEM5;seg;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;PEDREIRO;EFC;ARMA_F;mai;SEM2;ter;ADU;VES;Norte
NOSSA SENHORA DE NAZARÉ;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM4;sáb;ADU;NI_TUR;Oeste
NOVA DESCOBERTA;MASC;PAR;TECNICO EM INSTALACAO;EMC;ARMA_F;mai;SEM1;qui;ADU;NI_TUR;Sul
NOVA DESCOBERTA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM1;qui;ADU;NOT;Sul
NOVA DESCOBERTA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM4;dom;ADU;MAT;Sul
PLANALTO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM5;qua;ADU;VES;Oeste
PLANALTO;MASC;PAR;MECANICO(A);EMC;ARMA_F;fev;SEM4;dom;ADU;NOT;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;dom;ADU;VES;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;seg;ADU;NOT;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;qui;ADU;NOT;Oeste
QUINTAS;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM1;qui;ADU;NI_TUR;Oeste
BOM PASTOR;MASC;NEG;MARCENEIRO;EMC;ARMA_F;jul;SEM1;sáb;ADU;NOT;Oeste
BOM PASTOR;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM2;dom;ADU;NOT;Oeste
CIDADE ALTA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM3;sáb;ADU;NOT;Leste
CIDADE NOVA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_B;fev;SEM4;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_B;jan;SEM1;qua;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;ARTESAO;SUP;ARMA_F;jul;SEM1;qui;ADU;VES;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;ter;ADU;NOT;Oeste
IGAPÓ;MASC;NEG;ASG;EFC;ARMA_F;out;SEM4;sáb;ADU;NOT;Norte
IGAPÓ;MASC;NEG;GESSEIRO;EFC;ARMA_F;mar;SEM2;sex;ADU;NI_TUR;Norte
IGAPÓ;MASC;BRA;ESTUDANTE D;SUP;ARMA_F;mar;SEM2;sáb;ADU;NOT;Norte
LAGOA AZUL;MASC;NEG;GARCOM;EMC;ARMA_F;jul;SEM3;seg;ADU;NOT;Norte
LAGOA NOVA;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_B;ago;SEM5;sáb;ADU;NOT;Sul
NEÓPOLIS;MASC;NEG;DETENTO;NI_ESC;AMP;jan;SEM2;sex;ADU;VES;Sul
NOSSA SENHORA DE NAZARÉ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM3;seg;ADU;VES;Oeste
NOSSA SENHORA DE NAZARÉ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jul;SEM1;sáb;ADU;MAT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;ago;SEM5;qua;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;FEM;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;set;SEM3;qua;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ESPANC;nov;SEM5;ter;ADU;VES;Norte
NOVA DESCOBERTA;MASC;BRA;COPEIRO;EMC;ARMA_F;fev;SEM4;dom;ADU;NOT;Sul
PLANALTO;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;mar;SEM1;sáb;ADU;NOT;Oeste
PRAIA DO MEIO;MASC;PAR;FLANELINHA;EFC;ARMA_F;nov;SEM5;qua;ADU;VES;Leste
PRAIA DO MEIO;FEM;PAR;NI_PROF;NI_ESC;AMP;dez;SEM4;qua;ADU;NOT;Leste
QUINTAS;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;jan;SEM5;dom;ADU;VES;Oeste
REDINHA;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;abr;SEM4;qua;ADU;NOT;Norte
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;seg;ADU;NOT;Oeste
GUARAPES;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;sáb;ADU;NI_TUR;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM4;seg;ADU;NI_TUR;Norte
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM3;qua;ADU;NI_TUR;Norte
LAGOA AZUL;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;dom;ADU;VES;Norte
LAGOA NOVA;MASC;NEG;FLANELINHA;EFC;ARMA_B;out;SEM2;ter;ADU;NOT;Sul
LAGOA NOVA;MASC;PAR;ESTUDANTE D;SUP;ARMA_F;mai;SEM5;qui;ADU;MAD;Sul
MÃE LUÍZA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;abr;SEM2;sáb;ADU;VES;Leste
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;out;SEM5;ter;ADU;MAT;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;MECANICO(A);EMC;ARMA_F;jan;SEM1;sex;ADU;VES;Norte
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jan;SEM3;qui;ADU;NOT;Oeste
REDINHA;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;nov;SEM2;ter;ADU;VES;Norte
CIDADE NOVA;FEM;PAR;NI_PROF;NI_ESC;NI_INS;out;SEM5;seg;ADU;NI_TUR;Oeste
FELIPE CAMARÃO;MASC;PAR;ACOUGUEIRO(A);EFC;ARMA_F;fev;SEM1;sáb;ADU;NOT;Oeste
LAGOA AZUL;MASC;BRA;ELETRICISTA;EMC;ARMA_F;fev;SEM5;seg;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sex;ADU;NOT;Norte
