BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
MÃE LUÍZA;MASC;NEG;BISCATEIRO;EFC;ARMA_F;jul;SEM5;dom;ADU;VES;Leste
NEÓPOLIS;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM5;ter;ADU;VES;Sul
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;ter;ADU;NOT;NI_ZONA
NORDESTE;MASC;NEG;ESTUDANTE D;SUP;ARMA_F;jul;SEM5;seg;ADU;VES;Oeste
NOVA DESCOBERTA;MASC;NEG;CASEIRO;EFC;ARMA_F;abr;SEM4;dom;ADU;NOT;Sul
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM5;dom;ADU;NOT;Norte
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_B;nov;SEM2;sáb;ADU;NOT;Oeste
PLANALTO;MASC;PAR;SOLDADOR;EFC;ARMA_F;out;SEM4;seg;ADU;MAT;Oeste
PONTA NEGRA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;sáb;ADU;NOT;Sul
POTENGI;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM3;qua;ADU;NI_TUR;Norte
POTENGI;MASC;BRA;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;jan;SEM4;qua;ADU;VES;Norte
POTENGI;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jan;SEM3;ter;ADU;NOT;Norte
QUINTAS;FEM;PAR;DO LAR;EFC;ARMA_F;set;SEM2;dom;ADU;MAD;Oeste
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM4;seg;ADU;NOT;Oeste
TIROL;MASC;BRA;VIGILANTE;EMC;ARMA_F;jan;SEM4;dom;ADU;VES;Leste
BOM PASTOR;MASC;PAR;PEDREIRO;EFC;ARMA_F;fev;SEM4;sex;ADU;VES;Oeste
GUARAPES;MASC;BRA;PEDREIRO;EFC;ARMA_F;fev;SEM4;dom;ADU;VES;Oeste
LAGOA AZUL;FEM;BRA;DESOCUPADO(A);NI_ESC;ARMA_F;dez;SEM1;ter;ADU;NOT;Norte
MÃE LUÍZA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;seg;ADU;NI_TUR;Leste
MÃE LUÍZA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM6;dom;ADU;VES;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;seg;ADU;NOT;Norte
PONTA NEGRA;MASC;BRA;CORRETOR DE AUTOMOVEIS;EMC;ARMA_F;jan;SEM4;seg;ADU;VES;Sul
POTENGI;MASC;NEG;AUXILIAR DE ALMOXARIFADO DE OBRAS;EMC;ARMA_F;mai;SEM5;dom;ADU;NI_TUR;Norte
PRAIA DO MEIO;MASC;PAR;FLANELINHA;EFC;ARMA_F;out;SEM3;sáb;ADU;NOT;Leste
AREIA PRETA;MASC;NEG;DECORADOR;SUP;ARMA_F;jan;SEM2;sáb;ADU;NOT;Leste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;dom;ADU;VES;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM1;sáb;ADU;VES;Norte
LAGOA NOVA;MASC;BRA;COMERCIANTE;EMC;ARMA_F;abr;SEM3;seg;ADU;NOT;Sul
LAGOA NOVA;MASC;NEG;MECANICO(A);EMC;ARMA_F;jan;SEM3;qua;ADU;MAT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;CABELEIREIRO(A);EFC;ARMA_F;dez;SEM1;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM4;qua;ADU;NOT;Norte
PITIMBU;FEM;PAR;ESTUDANTE D;SUP;ARMA_F;jan;SEM4;sex;ADU;VES;Sul
PONTA NEGRA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;fev;SEM2;ter;ADU;NOT;Sul
PONTA NEGRA;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM3;qui;ADU;NI_TUR;Sul
POTENGI;MASC;BRA;DESOCUPADO(A);NI_ESC;ARMA_F;jan;SEM4;dom;ADU;NOT;Norte
QUINTAS;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_B;jan;SEM2;sáb;ADU;NOT;Oeste
QUINTAS;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;seg;ADU;NOT;Oeste
ROCAS;MASC;NEG;VENDEDOR AMBULANTE;NI_ESC;ARMA_F;mai;SEM5;seg;ADU;NI_TUR;Leste
BOM PASTOR;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;dom;ADU;NOT;Oeste
CIDADE DA ESPERANÇA;FEM;BRA;DO LAR;EFC;ARMA_F;jan;SEM1;qua;ADU;NI_TUR;Oeste
CIDADE NOVA;FEM;BRA;COBRADOR(A) EM COLETIVOS;EMC;ARMA_B;dez;SEM3;qua;ADU;MAT;Oeste
DIX-SEPT ROSADO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM3;sex;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM1;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;ASG;EFC;ARMA_F;jul;SEM3;qui;ADU;NI_TUR;Oeste
FELIPE CAMARÃO;MASC;BRA;PINTOR;EFC;ARMA_F;mai;SEM2;qua;ADU;NOT;Oeste
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;ADU;NOT;Norte
MÃE LUÍZA;MASC;NEG;MOTORISTA;EMC;ARMA_F;ago;SEM4;dom;ADU;MAD;Leste
NOSSA SRA DA APRESENTAÇÃO;FEM;PAR;DO LAR;EFC;ARMA_F;mar;SEM4;qua;ADU;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;FEM;NEG;COMERCIANTE;EMC;ARMA_F;jan;SEM2;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM2;sáb;ADU;NOT;Norte
POTENGI;MASC;NEG;AUXILIAR DE MECANICO;EFC;ARMA_F;jul;SEM3;dom;ADU;VES;Norte
PRAIA DO MEIO;FEM;BRA;ACOMPANHANTE INTIMO;NI_ESC;ARMA_F;set;SEM2;ter;ADU;VES;Leste
REDINHA;MASC;PAR;GARCOM;EMC;ARMA_F;mar;SEM3;ter;ADU;NI_TUR;Norte
ROCAS;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;sáb;ADU;VES;Leste
ROCAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM5;sáb;ADU;VES;Leste
BOM PASTOR;MASC;PAR;FEIRANTE;NI_ESC;ARMA_B;mar;SEM2;dom;ADU;NI_TUR;Oeste
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;qua;ADU;NOT;Norte
LAGOA NOVA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM1;qui;ADU;NOT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;ago;SEM3;dom;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;EMBALADOR;EMC;ARMA_F;fev;SEM4;seg;ADU;NOT;Norte
PITIMBU;FEM;PAR;CABELEIREIRO(A);EFC;ARMA_B;set;SEM1;sáb;ADU;VES;Sul
PLANALTO;MASC;NEG;AGRICULTOR(A);EFC;ARMA_F;mar;SEM3;seg;ADU;VES;Oeste
PLANALTO;MASC;NEG;VIDRACEIRO;EMC;ARMA_B;jul;SEM3;seg;ADU;NOT;Oeste
PLANALTO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;out;SEM4;dom;ADU;NOT;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sex;ADU;NOT;Oeste
BOM PASTOR;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM5;dom;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;qui;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;ASG;EFC;ESPANC;mar;SEM5;sáb;ADU;NI_TUR;Oeste
FELIPE CAMARÃO;MASC;BRA;MECANICO(A);EMC;ARMA_F;jan;SEM1;qua;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;out;SEM4;qui;ADU;NOT;Oeste
NOSSA SENHORA DE NAZARÉ;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM4;dom;ADU;VES;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;RECICLADOR;NI_ESC;ARMA_F;abr;SEM2;sáb;ADU;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM4;dom;ADU;NOT;Norte
PETRÓPOLIS;MASC;BRA;COZINHEIRO(A);EMC;ARMA_F;mar;SEM3;dom;ADU;NOT;Leste
PLANALTO;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;jul;SEM5;seg;ADU;VES;Oeste
POTENGI;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM3;dom;ADU;MAT;Norte
QUINTAS;MASC;PAR;DO LAR;EFC;ARMA_B;dez;SEM2;dom;ADU;VES;Oeste
ROCAS;MASC;BRA;COMERCIANTE;EMC;ARMA_F;mai;SEM5;ter;ADU;VES;Leste
BOM PASTOR;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM2;dom;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;PINTOR;EFC;ARMA_F;abr;SEM1;sáb;ADU;VES;Oeste
PITIMBU;MASC;BRA;VIGILANTE;EMC;ARMA_F;mar;SEM4;ter;ADU;NOT;Sul
PLANALTO;MASC;PAR;ELETRICISTA;EMC;ARMA_F;jul;SEM1;sex;ADU;VES;Oeste
PONTA NEGRA;MASC;PAR;PINTOR;EFC;ARMA_F;out;SEM1;sex;ADU;NOT;Sul
POTENGI;MASC;BRA;PINTOR;EFC;ARMA_F;jun;SEM1;seg;ADU;NOT;Norte
ROCAS;MASC;BRA;COMERCIANTE;EMC;ARMA_F;jan;SEM4;ter;ADU;VES;Leste
ALECRIM;MASC;NEG;GARCOM;EMC;ARMA_F;jul;SEM1;sex;ADU;NI_TUR;Leste
CIDADE ALTA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jul;SEM3;sex;ADU;NOT;Leste
IGAPÓ;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;jan;SEM1;qua;ADU;NOT;Norte
MÃE LUÍZA;FEM;PAR;AGRICULTOR(A);EFC;ARMA_F;jul;SEM4;ter;ADU;NI_TUR;Leste
PETRÓPOLIS;FEM;PAR;COMERCIANTE;EMC;ARMA_F;jul;SEM2;sáb;ADU;VES;Leste
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sex;ADU;NOT;Norte
RIBEIRA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;abr;SEM5;seg;ADU;VES;Leste
TIROL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;sáb;ADU;NOT;Leste
BOM PASTOR;MASC;NEG;COMERCIANTE;EMC;ARMA_F;jan;SEM4;dom;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;dom;ADU;VES;Oeste
LAGOA AZUL;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;nov;SEM5;sáb;ADU;NOT;Norte
POTENGI;MASC;PAR;VENDEDOR AMBULANTE;NI_ESC;ARMA_F;abr;SEM3;sáb;ADU;NOT;Norte
QUINTAS;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_B;fev;SEM2;seg;ADU;NOT;Oeste
ALECRIM;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM2;dom;ADU;MAD;Leste
GUARAPES;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;jun;SEM5;seg;ADU;VES;Oeste
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;out;SEM3;sáb;ADU;NI_TUR;NI_ZONA
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sex;ADU;MAD;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;COMERCIANTE;EMC;ARMA_F;mar;SEM2;sex;ADU;VES;Norte
QUINTAS;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;ter;ADU;VES;Oeste
BOM PASTOR;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;dom;ADU;MAT;Oeste
DIX-SEPT ROSADO;MASC;PAR;APOSENTADO(A);NI_ESC;ARMA_F;mar;SEM4;sex;ADU;NI_TUR;Oeste
IGAPÓ;MASC;NEG;ASG;EFC;ARMA_F;jul;SEM4;sáb;ADU;NOT;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM1;sex;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_B;abr;SEM3;sex;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;CABELEIREIRO(A);EFC;ESPANC;nov;SEM4;dom;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM3;ter;ADU;NOT;Norte
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;dez;SEM4;sex;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;dom;ADU;NOT;Oeste
LAGOA NOVA;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;out;SEM4;sáb;ADU;NOT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;seg;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;set;SEM3;qua;ADU;NOT;Norte
NOVA DESCOBERTA;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM4;sex;ADU;NI_TUR;Sul
REDINHA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;ter;ADU;VES;Norte
ROCAS;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;sáb;ADU;NOT;Leste
CAPIM MACIO;MASC;BRA;TECNICO EM ELETRONICA;EMC;ARMA_F;mai;SEM1;sex;ADU;MAD;Sul
MÃE LUÍZA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;dom;ADU;NI_TUR;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM3;ter;ADU;NOT;Norte
PLANALTO;MASC;NEG;CARREGADOR;EFC;ARMA_F;out;SEM2;seg;ADU;NOT;Oeste
QUINTAS;FEM;PAR;DO LAR;EFC;ARMA_B;abr;SEM3;sex;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM5;sáb;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;qua;ADU;NOT;Norte
PLANALTO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;dez;SEM5;ter;ADU;VES;Oeste
REDINHA;FEM;BRA;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM5;ter;ADU;VES;Norte
ALECRIM;MASC;NEG;SOLDADOR;EFC;ARMA_F;mar;SEM5;qua;ADU;NOT;Leste
BOM PASTOR;MASC;NEG;VENDEDOR AMBULANTE;NI_ESC;ARMA_F;mai;SEM5;seg;ADU;VES;Oeste
CAPIM MACIO;MASC;PAR;POLICIAL MILITAR;SUP;ARMA_F;dez;SEM3;sex;ADU;MAD;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;PEDREIRO;EFC;ARMA_F;mai;SEM2;qua;ADU;VES;Norte
PLANALTO;MASC;NEG;ELETRICISTA DE VEICULO;EMC;AMP;mai;SEM5;seg;ADU;NOT;Oeste
REDINHA;MASC;NEG;VIGILANTE;EMC;ARMA_F;jul;SEM2;dom;ADU;NOT;Norte
PAJUÇARA;MASC;BRA;MOTORISTA;EMC;ARMA_F;mai;SEM3;ter;ADU;VES;Norte
PETRÓPOLIS;MASC;PAR;CABELEIREIRO(A);EFC;ARMA_F;out;SEM1;qui;ADU;NOT;Leste
REDINHA;MASC;PAR;EMPRESARIO(A);SUP;ARMA_F;ago;SEM3;seg;ADU;NOT;Norte
CIDADE ALTA;MASC;NEG;PESCADOR;NI_ESC;ARMA_F;ago;SEM5;sex;ADU;VES;Leste
CIDADE DA ESPERANÇA;MASC;PAR;DETENTO FUGITIVO;NI_ESC;ARMA_F;nov;SEM5;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;ASG;EFC;ARMA_F;mar;SEM4;ter;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;AGRICULTOR(A);EFC;ARMA_F;mai;SEM5;qui;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;MOTORISTA;EMC;ARMA_F;mai;SEM4;dom;ADU;NI_TUR;Norte
BOM PASTOR;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM3;dom;ADU;NOT;Oeste
IGAPÓ;MASC;NEG;PORTEIRO;EMC;ARMA_F;set;SEM3;sáb;ADU;NOT;Norte
NEÓPOLIS;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM4;dom;ADU;VES;Sul
POTENGI;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;mai;SEM4;sáb;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM4;sex;ADU;NOT;Norte
PLANALTO;MASC;NEG;MARCENEIRO;EMC;ARMA_B;mai;SEM1;sex;ADU;NOT;Oeste
PONTA NEGRA;FEM;BRA;EMPRESARIO(A);SUP;AMP;nov;SEM3;qui;ADU;NI_TUR;Sul
SANTOS REIS;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;nov;SEM2;qui;ADU;VES;Leste
CIDADE ALTA;MASC;NEG;PEDREIRO;EFC;ARMA_B;set;SEM3;qui;ADU;NOT;Leste
CIDADE DA ESPERANÇA;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;nov;SEM6;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;COMERCIANTE;EMC;ARMA_F;ago;SEM4;sex;ADU;NOT;Oeste
PITIMBU;MASC;NEG;COMERCIANTE;EMC;ARMA_F;jan;SEM4;sex;ADU;NOT;Sul
ROCAS;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;sáb;ADU;VES;Leste
DIX-SEPT ROSADO;MASC;PAR;VIGILANTE;EMC;ARMA_B;mai;SEM2;sex;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;seg;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;CONSULTOR DE VENDAS;SUP;ARMA_F;set;SEM2;dom;ADU;NOT;Norte
NEÓPOLIS;MASC;BRA;EMPRESARIO(A);SUP;ARMA_F;mai;SEM4;seg;ADU;NOT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;APOSENTADO(A);NI_ESC;ARMA_B;abr;SEM4;seg;ADU;NI_TUR;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM4;qui;ADU;VES;Norte
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM1;sáb;ADU;NOT;Oeste
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM2;seg;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM4;dom;ADU;NOT;Norte
PETRÓPOLIS;MASC;BRA;POLICIAL CIVIL;SUP;ARMA_F;abr;SEM5;dom;ADU;NOT;Leste
MÃE LUÍZA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_B;abr;SEM3;sex;ADU;NOT;Leste
ALECRIM;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_B;fev;SEM3;ter;ADU;NOT;Leste
FELIPE CAMARÃO;MASC;NEG;COMERCIANTE;EMC;ARMA_F;jan;SEM1;sex;ADU;MAT;Oeste
CIDADE ALTA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;dez;SEM3;qui;ADU;NI_TUR;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;VENDEDOR AUTONOMO;EFC;ESPANC;mai;SEM3;qui;ADU;VES;Norte
CIDADE DA ESPERANÇA;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_B;fev;SEM2;dom;ADU;VES;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;abr;SEM4;sáb;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;PEDREIRO;EFC;ARMA_F;dez;SEM1;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM1;seg;IDO;NOT;Norte
CIDADE DA ESPERANÇA;MASC;PAR;APOSENTADO(A);NI_ESC;NI_INS;nov;SEM6;dom;IDO;VES;Oeste
LAGOA NOVA;MASC;PAR;APOSENTADO(A);NI_ESC;ESPANC;jul;SEM2;sex;IDO;VES;Sul
CANDELÁRIA;MASC;PAR;FUNCIONARIO PUBLICO APOSENTADO;NI_ESC;ARMA_F;dez;SEM2;dom;IDO;VES;Sul
NOVA DESCOBERTA;MASC;BRA;MILITAR;SUP;ARMA_F;fev;SEM2;sex;IDO;VES;Sul
CANDELÁRIA;MASC;BRA;APOSENTADO(A);NI_ESC;ARMA_B;mai;SEM4;ter;IDO;NI_TUR;Sul
NEÓPOLIS;FEM;BRA;APOSENTADO(A);NI_ESC;ARMA_B;fev;SEM3;dom;IDO;NOT;Sul
